MOVIMIENTO_ID,EMPRESA_ID,FECHA,CONTRATO_ID,CENTRO_CONTABLE,CUENTA_ID,DIVISA,IMPORTE,LINEA_CUENTA_RESULTADOS,CONCEPTO_GESTION
600,1,2025-09-01,3046,4,760025,EUR,714.55,CR001104,Reparto internegocio fábrica 85%
601,1,2025-09-01,3054,5,760023,EUR,455.39,CR0008,Comisión reembolso fondos
602,1,2025-09-01,3054,5,760024,EUR,68.31,CR001104,Reparto internegocio banco 15%
603,1,2025-09-01,3054,5,760025,EUR,387.08,CR001104,Reparto internegocio fábrica 85%
604,1,2025-09-01,1029,2,760001,EUR,2045.7,CR0001,Intereses cobrados préstamo hipotecario
605,1,2025-09-01,3040,3,760024,EUR,105.86,CR001104,Reparto internegocio banco 15%
606,1,2025-09-01,2011,1,640001,EUR,-1382.46,CR0003,Intereses pagados depósito plazo fijo
607,1,2025-09-01,1053,4,760002,EUR,715.94,CR0008,Comisión apertura préstamo
608,1,2025-09-01,3029,2,760024,EUR,202.93,CR001104,Reparto internegocio banco 15%
609,1,2025-09-01,1062,5,760001,EUR,2441.01,CR0001,Intereses cobrados préstamo hipotecario
610,1,2025-09-01,2034,3,691002,EUR,-26.72,CR001301,Fondo garantía depósitos
611,1,2025-09-01,3011,1,760021,EUR,643.2,CR0008,Comisión gestión fondos
612,1,2025-09-01,3011,1,760024,EUR,96.48,CR001104,Reparto internegocio banco 15%
613,1,2025-09-01,3011,1,760025,EUR,546.72,CR001104,Reparto internegocio fábrica 85%
614,1,2025-09-01,3020,2,760021,EUR,1051.92,CR0008,Comisión gestión fondos
615,1,2025-09-01,3020,2,760024,EUR,157.79,CR001104,Reparto internegocio banco 15%
616,1,2025-09-01,3020,2,760025,EUR,894.14,CR001104,Reparto internegocio fábrica 85%
617,1,2025-09-01,3033,3,760024,EUR,223.03,CR001104,Reparto internegocio banco 15%
618,1,2025-09-01,2056,5,760011,EUR,105.24,CR0008,Comisión gestión depósito
619,1,2025-09-01,1024,2,760001,EUR,3917.7,CR0001,Intereses cobrados préstamo hipotecario
620,1,2025-09-01,1014,1,760001,EUR,2858.67,CR0001,Intereses cobrados préstamo hipotecario
621,1,2025-09-01,3047,4,760025,EUR,1198.07,CR001104,Reparto internegocio fábrica 85%
622,1,2025-09-01,3002,1,760022,EUR,760.43,CR0008,Comisión suscripción fondos
623,1,2025-09-01,3002,1,760024,EUR,114.06,CR001104,Reparto internegocio banco 15%
624,1,2025-09-01,3002,1,760025,EUR,646.37,CR001104,Reparto internegocio fábrica 85%
625,1,2025-09-01,3054,5,760025,EUR,819.75,CR001104,Reparto internegocio fábrica 85%
626,1,2025-09-01,1013,1,760002,EUR,513.91,CR0008,Comisión apertura préstamo
627,1,2025-09-01,3007,1,760021,EUR,831.36,CR0008,Comisión gestión fondos
628,1,2025-09-01,3007,1,760024,EUR,124.7,CR001104,Reparto internegocio banco 15%
629,1,2025-09-01,3007,1,760025,EUR,706.66,CR001104,Reparto internegocio fábrica 85%
630,1,2025-09-01,2059,5,691002,EUR,-11.46,CR001301,Fondo garantía depósitos
631,1,2025-09-01,1043,3,760002,EUR,357.69,CR0008,Comisión apertura préstamo
632,1,2025-09-01,3014,1,760024,EUR,178.18,CR001104,Reparto internegocio banco 15%
633,1,2025-09-01,3036,3,760026,EUR,80.39,CR0008,Comisión distribución fondos
634,1,2025-09-01,1003,1,760001,EUR,2632.29,CR0001,Intereses cobrados préstamo hipotecario
635,1,2025-09-01,3011,1,760026,EUR,96.2,CR0008,Comisión distribución fondos
636,1,2025-09-01,1033,2,760001,EUR,2843.86,CR0001,Intereses cobrados préstamo hipotecario
637,1,2025-09-01,2024,2,760012,EUR,162.76,CR0008,Comisión cancelación anticipada depósito
638,1,2025-09-01,3032,2,760024,EUR,195.71,CR001104,Reparto internegocio banco 15%
639,1,2025-09-01,2042,3,760011,EUR,168.52,CR0008,Comisión gestión depósito
640,1,2025-09-01,3010,1,760021,EUR,1392.63,CR0008,Comisión gestión fondos
641,1,2025-09-01,3010,1,760024,EUR,208.89,CR001104,Reparto internegocio banco 15%
642,1,2025-09-01,3010,1,760025,EUR,1183.74,CR001104,Reparto internegocio fábrica 85%
643,1,2025-09-01,2057,5,760011,EUR,88.55,CR0008,Comisión gestión depósito
644,1,2025-09-01,3016,1,760025,EUR,981.62,CR001104,Reparto internegocio fábrica 85%
645,1,2025-09-01,1015,1,760002,EUR,673.39,CR0008,Comisión apertura préstamo
646,1,2025-09-01,1049,4,760002,EUR,750.47,CR0008,Comisión apertura préstamo
647,1,2025-09-01,1052,4,760004,EUR,420.85,CR0008,Comisión estudio préstamo
648,1,2025-09-01,3002,1,760026,EUR,215.14,CR0008,Comisión distribución fondos
649,1,2025-09-01,3060,5,760026,EUR,185.15,CR0008,Comisión distribución fondos
650,1,2025-09-01,3046,4,760022,EUR,1166.4,CR0008,Comisión suscripción fondos
651,1,2025-09-01,3046,4,760024,EUR,174.96,CR001104,Reparto internegocio banco 15%
652,1,2025-09-01,3046,4,760025,EUR,991.44,CR001104,Reparto internegocio fábrica 85%
653,1,2025-09-01,1055,4,760004,EUR,471.88,CR0008,Comisión estudio préstamo
654,1,2025-09-01,1037,3,760004,EUR,462.88,CR0008,Comisión estudio préstamo
655,1,2025-09-01,3010,1,760023,EUR,588.35,CR0008,Comisión reembolso fondos
656,1,2025-09-01,3010,1,760024,EUR,88.25,CR001104,Reparto internegocio banco 15%
657,1,2025-09-01,3010,1,760025,EUR,500.1,CR001104,Reparto internegocio fábrica 85%
658,1,2025-09-01,2036,3,640001,EUR,-1445.31,CR0003,Intereses pagados depósito plazo fijo
659,1,2025-09-01,3030,2,760023,EUR,855.49,CR0008,Comisión reembolso fondos
660,1,2025-09-01,3030,2,760024,EUR,128.32,CR001104,Reparto internegocio banco 15%
661,1,2025-09-01,3030,2,760025,EUR,727.16,CR001104,Reparto internegocio fábrica 85%
662,1,2025-09-01,1054,4,760003,EUR,186.5,CR0008,Comisión cancelación préstamo
663,1,2025-09-01,3027,2,760021,EUR,1223.59,CR0008,Comisión gestión fondos
664,1,2025-09-01,3027,2,760024,EUR,183.54,CR001104,Reparto internegocio banco 15%
665,1,2025-09-01,3027,2,760025,EUR,1040.06,CR001104,Reparto internegocio fábrica 85%
666,1,2025-09-01,1054,4,760004,EUR,252.34,CR0008,Comisión estudio préstamo
667,1,2025-09-01,2054,5,691002,EUR,-24.75,CR001301,Fondo garantía depósitos
668,1,2025-09-01,1018,2,760002,EUR,685.06,CR0008,Comisión apertura préstamo
669,1,2025-09-01,2003,1,691001,EUR,-22.83,CR001302,Impuesto depósitos
670,1,2025-09-01,2055,5,691001,EUR,-18.91,CR001302,Impuesto depósitos
671,1,2025-09-01,2051,4,691001,EUR,-23.51,CR001302,Impuesto depósitos
672,1,2025-09-01,2045,4,760012,EUR,142.14,CR0008,Comisión cancelación anticipada depósito
673,1,2025-09-01,3033,3,760021,EUR,439.87,CR0008,Comisión gestión fondos
674,1,2025-09-01,3033,3,760024,EUR,65.98,CR001104,Reparto internegocio banco 15%
675,1,2025-09-01,3033,3,760025,EUR,373.89,CR001104,Reparto internegocio fábrica 85%
676,1,2025-09-01,2012,1,760011,EUR,249.52,CR0008,Comisión gestión depósito
677,1,2025-09-01,2035,3,691002,EUR,-26.98,CR001301,Fondo garantía depósitos
678,1,2025-09-01,3017,2,760025,EUR,599.97,CR001104,Reparto internegocio fábrica 85%
679,1,2025-09-01,1042,3,760002,EUR,737.33,CR0008,Comisión apertura préstamo
680,1,2025-09-01,3038,3,760024,EUR,55.81,CR001104,Reparto internegocio banco 15%
681,1,2025-09-01,1008,1,760001,EUR,3149.28,CR0001,Intereses cobrados préstamo hipotecario
682,1,2025-09-01,3044,4,760021,EUR,645.21,CR0008,Comisión gestión fondos
683,1,2025-09-01,3044,4,760024,EUR,96.78,CR001104,Reparto internegocio banco 15%
684,1,2025-09-01,3044,4,760025,EUR,548.43,CR001104,Reparto internegocio fábrica 85%
685,1,2025-09-01,3030,2,760023,EUR,1285.99,CR0008,Comisión reembolso fondos
686,1,2025-09-01,3030,2,760024,EUR,192.9,CR001104,Reparto internegocio banco 15%
687,1,2025-09-01,3030,2,760025,EUR,1093.09,CR001104,Reparto internegocio fábrica 85%
688,1,2025-09-01,2030,2,691002,EUR,-31.28,CR001301,Fondo garantía depósitos
689,1,2025-09-01,1041,3,760001,EUR,3649.37,CR0001,Intereses cobrados préstamo hipotecario
690,1,2025-09-01,1048,4,760003,EUR,207.14,CR0008,Comisión cancelación préstamo
691,1,2025-09-01,1027,2,760003,EUR,391.8,CR0008,Comisión cancelación préstamo
692,1,2025-09-01,3054,5,760026,EUR,139.9,CR0008,Comisión distribución fondos
693,1,2025-09-01,2058,5,640001,EUR,-1771.76,CR0003,Intereses pagados depósito plazo fijo
694,1,2025-09-01,1053,4,760001,EUR,3596.41,CR0001,Intereses cobrados préstamo hipotecario
695,1,2025-09-01,2024,2,691002,EUR,-30.08,CR001301,Fondo garantía depósitos
696,1,2025-09-01,2037,3,691002,EUR,-15.46,CR001301,Fondo garantía depósitos
697,1,2025-09-01,2006,1,760012,EUR,151.77,CR0008,Comisión cancelación anticipada depósito
698,1,2025-09-01,2013,1,640001,EUR,-1301.36,CR0003,Intereses pagados depósito plazo fijo
699,1,2025-09-01,3007,1,760023,EUR,1242.74,CR0008,Comisión reembolso fondos
700,1,2025-09-01,3007,1,760024,EUR,186.41,CR001104,Reparto internegocio banco 15%
701,1,2025-09-01,3007,1,760025,EUR,1056.33,CR001104,Reparto internegocio fábrica 85%
702,1,2025-09-01,3048,4,760021,EUR,1067.41,CR0008,Comisión gestión fondos
703,1,2025-09-01,3048,4,760024,EUR,160.11,CR001104,Reparto internegocio banco 15%
704,1,2025-09-01,3048,4,760025,EUR,907.3,CR001104,Reparto internegocio fábrica 85%
705,1,2025-09-01,2046,4,760012,EUR,179.22,CR0008,Comisión cancelación anticipada depósito
706,1,2025-09-01,2056,5,640001,EUR,-2439.52,CR0003,Intereses pagados depósito plazo fijo
707,1,2025-09-01,1033,2,760002,EUR,759.13,CR0008,Comisión apertura préstamo
708,1,2025-09-01,2017,2,691002,EUR,-16.56,CR001301,Fondo garantía depósitos
709,1,2025-09-01,1062,5,760002,EUR,410.78,CR0008,Comisión apertura préstamo
710,1,2025-09-01,3024,2,760024,EUR,209.87,CR001104,Reparto internegocio banco 15%
711,1,2025-09-01,1020,2,760004,EUR,239.09,CR0008,Comisión estudio préstamo
712,1,2025-09-01,1054,4,760004,EUR,388.02,CR0008,Comisión estudio préstamo
713,1,2025-09-01,3035,3,760024,EUR,149.43,CR001104,Reparto internegocio banco 15%
714,1,2025-09-01,2017,2,640001,EUR,-2719.42,CR0003,Intereses pagados depósito plazo fijo
715,1,2025-09-01,2030,2,691001,EUR,-38.33,CR001302,Impuesto depósitos
716,1,2025-09-01,2025,2,760011,EUR,112.54,CR0008,Comisión gestión depósito
717,1,2025-09-01,3012,1,760022,EUR,1273.58,CR0008,Comisión suscripción fondos
718,1,2025-09-01,3012,1,760024,EUR,191.04,CR001104,Reparto internegocio banco 15%
719,1,2025-09-01,3012,1,760025,EUR,1082.54,CR001104,Reparto internegocio fábrica 85%
720,1,2025-09-01,2029,2,640001,EUR,-2442.8,CR0003,Intereses pagados depósito plazo fijo
721,1,2025-09-01,3031,2,760023,EUR,1174.24,CR0008,Comisión reembolso fondos
722,1,2025-09-01,3031,2,760024,EUR,176.14,CR001104,Reparto internegocio banco 15%
723,1,2025-09-01,3031,2,760025,EUR,998.11,CR001104,Reparto internegocio fábrica 85%
724,1,2025-09-01,2061,5,760012,EUR,68.93,CR0008,Comisión cancelación anticipada depósito
725,1,2025-09-01,1023,2,760001,EUR,3062.63,CR0001,Intereses cobrados préstamo hipotecario
726,1,2025-09-01,3020,2,760026,EUR,133.27,CR0008,Comisión distribución fondos
727,1,2025-09-01,2003,1,691001,EUR,-45.54,CR001302,Impuesto depósitos
728,1,2025-09-01,1004,1,760004,EUR,215.93,CR0008,Comisión estudio préstamo
729,1,2025-09-01,3057,5,760023,EUR,899.9,CR0008,Comisión reembolso fondos
730,1,2025-09-01,3057,5,760024,EUR,134.99,CR001104,Reparto internegocio banco 15%
731,1,2025-09-01,3057,5,760025,EUR,764.92,CR001104,Reparto internegocio fábrica 85%
732,1,2025-09-01,1047,4,760001,EUR,2618.42,CR0001,Intereses cobrados préstamo hipotecario
733,1,2025-09-01,1010,1,760003,EUR,335.33,CR0008,Comisión cancelación préstamo
734,1,2025-09-01,2057,5,760011,EUR,119.46,CR0008,Comisión gestión depósito
735,1,2025-09-01,3028,2,760022,EUR,424.5,CR0008,Comisión suscripción fondos
736,1,2025-09-01,3028,2,760024,EUR,63.67,CR001104,Reparto internegocio banco 15%
737,1,2025-09-01,3028,2,760025,EUR,360.82,CR001104,Reparto internegocio fábrica 85%
738,1,2025-09-01,1034,2,760003,EUR,157.84,CR0008,Comisión cancelación préstamo
739,1,2025-09-01,1016,1,760002,EUR,696.1,CR0008,Comisión apertura préstamo
740,1,2025-09-01,1014,1,760001,EUR,2946.4,CR0001,Intereses cobrados préstamo hipotecario
741,1,2025-09-01,3010,1,760024,EUR,95.22,CR001104,Reparto internegocio banco 15%
742,1,2025-09-01,1013,1,760003,EUR,189.22,CR0008,Comisión cancelación préstamo
743,1,2025-09-01,2020,2,691002,EUR,-28.68,CR001301,Fondo garantía depósitos
744,1,2025-09-01,2024,2,640001,EUR,-1436.93,CR0003,Intereses pagados depósito plazo fijo
745,1,2025-09-01,1046,3,760003,EUR,314.4,CR0008,Comisión cancelación préstamo
746,1,2025-09-01,2050,4,640001,EUR,-2640.92,CR0003,Intereses pagados depósito plazo fijo
747,1,2025-09-01,3048,4,760025,EUR,1080.44,CR001104,Reparto internegocio fábrica 85%
748,1,2025-09-01,1043,3,760002,EUR,657.77,CR0008,Comisión apertura préstamo
749,1,2025-09-01,3051,4,760024,EUR,264.39,CR001104,Reparto internegocio banco 15%
750,1,2025-09-01,1038,3,760001,EUR,2709.31,CR0001,Intereses cobrados préstamo hipotecario
751,1,2025-09-01,2019,2,691002,EUR,-14.71,CR001301,Fondo garantía depósitos
752,1,2025-09-01,3020,2,760023,EUR,951.33,CR0008,Comisión reembolso fondos
753,1,2025-09-01,3020,2,760024,EUR,142.7,CR001104,Reparto internegocio banco 15%
754,1,2025-09-01,3020,2,760025,EUR,808.63,CR001104,Reparto internegocio fábrica 85%
755,1,2025-09-01,2002,1,691001,EUR,-37.34,CR001302,Impuesto depósitos
756,1,2025-09-01,3015,1,760024,EUR,149.93,CR001104,Reparto internegocio banco 15%
757,1,2025-09-01,2020,2,691002,EUR,-26.54,CR001301,Fondo garantía depósitos
758,1,2025-09-01,3008,1,760024,EUR,129.06,CR001104,Reparto internegocio banco 15%
759,1,2025-09-01,1058,5,760004,EUR,472.21,CR0008,Comisión estudio préstamo
760,1,2025-09-01,1066,5,760001,EUR,2294.99,CR0001,Intereses cobrados préstamo hipotecario
761,1,2025-09-01,1038,3,760001,EUR,2345.25,CR0001,Intereses cobrados préstamo hipotecario
762,1,2025-09-01,1015,1,760004,EUR,361.7,CR0008,Comisión estudio préstamo
763,1,2025-09-01,1057,4,760001,EUR,3921.76,CR0001,Intereses cobrados préstamo hipotecario
764,1,2025-09-01,3044,4,760025,EUR,1254.91,CR001104,Reparto internegocio fábrica 85%
765,1,2025-09-01,3038,3,760022,EUR,478.01,CR0008,Comisión suscripción fondos
766,1,2025-09-01,3038,3,760024,EUR,71.7,CR001104,Reparto internegocio banco 15%
767,1,2025-09-01,3038,3,760025,EUR,406.31,CR001104,Reparto internegocio fábrica 85%
768,1,2025-09-01,1027,2,760004,EUR,283.3,CR0008,Comisión estudio préstamo
769,1,2025-09-01,3039,3,760025,EUR,442.63,CR001104,Reparto internegocio fábrica 85%
770,1,2025-09-01,3044,4,760021,EUR,900.46,CR0008,Comisión gestión fondos
771,1,2025-09-01,3044,4,760024,EUR,135.07,CR001104,Reparto internegocio banco 15%
772,1,2025-09-01,3044,4,760025,EUR,765.39,CR001104,Reparto internegocio fábrica 85%
773,1,2025-09-01,3038,3,760026,EUR,105.58,CR0008,Comisión distribución fondos
774,1,2025-09-01,1065,5,760002,EUR,749.48,CR0008,Comisión apertura préstamo
775,1,2025-09-01,1014,1,760002,EUR,491.26,CR0008,Comisión apertura préstamo
776,1,2025-09-01,1025,2,760002,EUR,692.61,CR0008,Comisión apertura préstamo
777,1,2025-09-01,3012,1,760025,EUR,1411.16,CR001104,Reparto internegocio fábrica 85%
778,1,2025-09-01,1021,2,760003,EUR,263.85,CR0008,Comisión cancelación préstamo
779,1,2025-09-01,1044,3,760001,EUR,3586.75,CR0001,Intereses cobrados préstamo hipotecario
780,1,2025-09-01,3043,4,760024,EUR,246.13,CR001104,Reparto internegocio banco 15%
781,1,2025-09-01,3009,1,760021,EUR,1131.25,CR0008,Comisión gestión fondos
782,1,2025-09-01,3009,1,760024,EUR,169.69,CR001104,Reparto internegocio banco 15%
783,1,2025-09-01,3009,1,760025,EUR,961.56,CR001104,Reparto internegocio fábrica 85%
784,1,2025-09-01,1065,5,760003,EUR,195.55,CR0008,Comisión cancelación préstamo
785,1,2025-09-01,2027,2,760012,EUR,65.83,CR0008,Comisión cancelación anticipada depósito
786,1,2025-09-01,2049,4,760012,EUR,89.06,CR0008,Comisión cancelación anticipada depósito
787,1,2025-09-01,3010,1,760026,EUR,233.27,CR0008,Comisión distribución fondos
788,1,2025-09-01,3016,1,760022,EUR,1428.57,CR0008,Comisión suscripción fondos
789,1,2025-09-01,3016,1,760024,EUR,214.29,CR001104,Reparto internegocio banco 15%
790,1,2025-09-01,3016,1,760025,EUR,1214.29,CR001104,Reparto internegocio fábrica 85%
791,1,2025-09-01,1017,1,760003,EUR,399.1,CR0008,Comisión cancelación préstamo
792,1,2025-09-01,1018,2,760002,EUR,571.12,CR0008,Comisión apertura préstamo
793,1,2025-09-01,2021,2,760011,EUR,209.62,CR0008,Comisión gestión depósito
794,1,2025-09-01,2012,1,691001,EUR,-40.39,CR001302,Impuesto depósitos
795,1,2025-09-01,2017,2,691001,EUR,-36.18,CR001302,Impuesto depósitos
796,1,2025-09-01,1005,1,760003,EUR,270.92,CR0008,Comisión cancelación préstamo
797,1,2025-09-01,1027,2,760004,EUR,452.8,CR0008,Comisión estudio préstamo
798,1,2025-09-01,1061,5,760002,EUR,343.33,CR0008,Comisión apertura préstamo
799,1,2025-09-01,2028,2,691002,EUR,-21.58,CR001301,Fondo garantía depósitos
800,1,2025-09-01,1048,4,760001,EUR,2534.56,CR0001,Intereses cobrados préstamo hipotecario
801,1,2025-09-01,,4,621002,EUR,-1410.42,CR0016,Gastos suministros
802,1,2025-09-01,,3,621001,EUR,-4574.63,CR0016,Gastos tecnología
803,1,2025-09-01,,1,621002,EUR,-1057.46,CR0016,Gastos suministros
804,1,2025-09-01,,4,620001,EUR,-3111.42,CR0014,Gastos personal asignación directa
805,1,2025-09-01,,4,690001,EUR,-2288.7,CR0029,Coste de capital asignado
806,1,2025-09-01,,1,690001,EUR,-896.75,CR0029,Coste de capital asignado
807,1,2025-09-01,,2,621001,EUR,-3801.92,CR0016,Gastos tecnología
808,1,2025-09-01,,2,620001,EUR,-5188.03,CR0014,Gastos personal asignación directa
809,1,2025-09-01,,1,690001,EUR,-781.18,CR0029,Coste de capital asignado
810,1,2025-09-01,,5,621003,EUR,-547.68,CR0016,Gastos papelería
811,1,2025-09-01,,4,621003,EUR,-410.57,CR0016,Gastos papelería
812,1,2025-09-01,,2,669001,EUR,-141.67,CR0013,Otros gastos de explotación
813,1,2025-09-01,,1,620001,EUR,-13798.82,CR0014,Gastos personal asignación directa
814,1,2025-09-01,,5,669001,EUR,-359.16,CR0013,Otros gastos de explotación
815,1,2025-09-01,,1,621001,EUR,-2117.4,CR0016,Gastos tecnología
816,1,2025-09-01,,4,621001,EUR,-1976.06,CR0016,Gastos tecnología
817,1,2025-09-01,,5,669001,EUR,-135.1,CR0013,Otros gastos de explotación
818,1,2025-09-01,,3,682001,EUR,-712.22,CR0017,Amortización software bancario
819,1,2025-09-01,,1,620001,EUR,-9054.04,CR0014,Gastos personal asignación directa
820,1,2025-09-01,,4,690001,EUR,-1076.99,CR0029,Coste de capital asignado
821,1,2025-09-01,,5,669001,EUR,-150.95,CR0013,Otros gastos de explotación
822,1,2025-09-01,,2,620001,EUR,-7127.88,CR0014,Gastos personal asignación directa
823,1,2025-09-01,,5,621002,EUR,-1300.05,CR0016,Gastos suministros
824,1,2025-09-01,,4,621003,EUR,-428.74,CR0016,Gastos papelería
825,1,2025-09-01,,2,620001,EUR,-7496.89,CR0014,Gastos personal asignación directa
826,1,2025-09-01,,5,621002,EUR,-569.57,CR0016,Gastos suministros
827,1,2025-09-01,,3,620001,EUR,-8975.61,CR0014,Gastos personal asignación directa
828,1,2025-09-01,,1,620001,EUR,-11034.52,CR0014,Gastos personal asignación directa
829,1,2025-09-01,,2,690001,EUR,-868.05,CR0029,Coste de capital asignado
830,1,2025-09-01,,2,690001,EUR,-2514.38,CR0029,Coste de capital asignado
831,1,2025-09-01,,2,682001,EUR,-750.0,CR0017,Amortización software bancario
832,1,2025-09-01,,5,621003,EUR,-264.14,CR0016,Gastos papelería
833,1,2025-09-01,,2,690001,EUR,-2527.37,CR0029,Coste de capital asignado
834,1,2025-09-01,,5,669001,EUR,-296.33,CR0013,Otros gastos de explotación
835,1,2025-09-01,,1,620001,EUR,-6691.45,CR0014,Gastos personal asignación directa
836,1,2025-09-01,,5,621003,EUR,-520.89,CR0016,Gastos papelería
837,1,2025-09-01,,2,690001,EUR,-2308.21,CR0029,Coste de capital asignado
838,1,2025-09-01,,3,621002,EUR,-1512.81,CR0016,Gastos suministros
839,1,2025-09-01,,3,621001,EUR,-4830.01,CR0016,Gastos tecnología
840,1,2025-09-01,,3,621003,EUR,-362.46,CR0016,Gastos papelería
841,1,2025-09-01,,5,682001,EUR,-920.81,CR0017,Amortización software bancario
842,1,2025-09-01,,5,690001,EUR,-2093.64,CR0029,Coste de capital asignado
843,1,2025-09-01,,1,621003,EUR,-748.91,CR0016,Gastos papelería
844,1,2025-09-01,,3,621001,EUR,-4814.8,CR0016,Gastos tecnología
845,1,2025-09-01,,1,620001,EUR,-12433.1,CR0014,Gastos personal asignación directa
846,1,2025-09-01,,2,690001,EUR,-2211.37,CR0029,Coste de capital asignado
847,1,2025-09-01,,1,620001,EUR,-7759.58,CR0014,Gastos personal asignación directa
848,1,2025-09-01,,5,620001,EUR,-12993.01,CR0014,Gastos personal asignación directa
849,1,2025-09-01,,4,682001,EUR,-230.85,CR0017,Amortización software bancario
850,1,2025-09-01,,5,690001,EUR,-2721.57,CR0029,Coste de capital asignado
851,1,2025-09-01,,1,621001,EUR,-3779.55,CR0016,Gastos tecnología
852,1,2025-09-01,,4,669001,EUR,-200.67,CR0013,Otros gastos de explotación
853,1,2025-09-01,,2,620001,EUR,-13806.05,CR0014,Gastos personal asignación directa
854,1,2025-09-01,,5,690001,EUR,-1833.11,CR0029,Coste de capital asignado
855,1,2025-09-01,,1,682001,EUR,-904.91,CR0017,Amortización software bancario
856,1,2025-09-01,,1,621003,EUR,-463.36,CR0016,Gastos papelería
857,1,2025-09-01,,4,621003,EUR,-430.97,CR0016,Gastos papelería
858,1,2025-09-01,,4,620001,EUR,-10787.22,CR0014,Gastos personal asignación directa
859,1,2025-09-01,,1,669001,EUR,-308.71,CR0013,Otros gastos de explotación
860,1,2025-09-01,,4,621002,EUR,-1752.16,CR0016,Gastos suministros
861,1,2025-09-01,,4,621003,EUR,-782.15,CR0016,Gastos papelería
862,1,2025-09-01,,1,621002,EUR,-516.05,CR0016,Gastos suministros
863,1,2025-09-01,,4,620001,EUR,-14793.47,CR0014,Gastos personal asignación directa
864,1,2025-09-01,,2,621002,EUR,-1806.15,CR0016,Gastos suministros
865,1,2025-09-01,,5,621002,EUR,-1883.43,CR0016,Gastos suministros
866,1,2025-09-01,,2,621002,EUR,-734.46,CR0016,Gastos suministros
867,1,2025-09-01,,4,621001,EUR,-4510.36,CR0016,Gastos tecnología
868,1,2025-09-01,,4,690001,EUR,-957.28,CR0029,Coste de capital asignado
869,1,2025-09-01,,4,621001,EUR,-4018.98,CR0016,Gastos tecnología
870,1,2025-09-01,,2,669001,EUR,-237.91,CR0013,Otros gastos de explotación
871,1,2025-09-01,,1,620001,EUR,-5311.72,CR0014,Gastos personal asignación directa
872,1,2025-09-01,,1,621002,EUR,-932.18,CR0016,Gastos suministros
873,1,2025-09-01,,3,621002,EUR,-947.29,CR0016,Gastos suministros
874,1,2025-09-01,,5,621001,EUR,-1635.12,CR0016,Gastos tecnología
875,1,2025-09-01,,1,621003,EUR,-408.73,CR0016,Gastos papelería
876,1,2025-09-01,,1,621001,EUR,-2059.29,CR0016,Gastos tecnología
877,1,2025-09-01,,1,621003,EUR,-578.54,CR0016,Gastos papelería
878,1,2025-09-01,,1,621002,EUR,-1579.94,CR0016,Gastos suministros
879,1,2025-09-01,,5,621002,EUR,-1281.89,CR0016,Gastos suministros
880,1,2025-09-01,,3,669001,EUR,-213.91,CR0013,Otros gastos de explotación
881,1,2025-09-01,,1,690001,EUR,-888.01,CR0029,Coste de capital asignado
882,1,2025-09-01,,1,690001,EUR,-1739.34,CR0029,Coste de capital asignado
883,1,2025-09-01,,5,682001,EUR,-599.65,CR0017,Amortización software bancario
884,1,2025-09-01,,4,621001,EUR,-1700.01,CR0016,Gastos tecnología
885,1,2025-09-01,,3,621001,EUR,-3757.89,CR0016,Gastos tecnología
886,1,2025-09-01,,3,620001,EUR,-10920.89,CR0014,Gastos personal asignación directa
887,1,2025-09-01,,5,621003,EUR,-354.66,CR0016,Gastos papelería
888,1,2025-09-01,,2,620001,EUR,-3159.61,CR0014,Gastos personal asignación directa
889,1,2025-09-01,,4,682001,EUR,-230.22,CR0017,Amortización software bancario
890,1,2025-09-01,,4,669001,EUR,-50.93,CR0013,Otros gastos de explotación
891,1,2025-09-01,,2,621003,EUR,-200.71,CR0016,Gastos papelería
892,1,2025-09-01,,1,690001,EUR,-1588.25,CR0029,Coste de capital asignado
893,1,2025-09-01,,1,620001,EUR,-14876.47,CR0014,Gastos personal asignación directa
894,1,2025-09-01,,5,621003,EUR,-652.35,CR0016,Gastos papelería
895,1,2025-09-01,,2,620001,EUR,-4656.07,CR0014,Gastos personal asignación directa
896,1,2025-09-01,,3,621003,EUR,-453.53,CR0016,Gastos papelería
897,1,2025-09-01,,5,621002,EUR,-829.73,CR0016,Gastos suministros
898,1,2025-09-01,,2,621001,EUR,-1748.0,CR0016,Gastos tecnología
899,1,2025-09-01,,2,620001,EUR,-13123.31,CR0014,Gastos personal asignación directa
900,1,2025-09-01,,4,620001,EUR,-8769.54,CR0014,Gastos personal asignación directa
901,1,2025-09-01,,4,682001,EUR,-507.92,CR0017,Amortización software bancario
902,1,2025-09-01,,4,669001,EUR,-184.07,CR0013,Otros gastos de explotación
903,1,2025-09-01,,5,621003,EUR,-635.72,CR0016,Gastos papelería
904,1,2025-09-01,,2,620001,EUR,-11838.91,CR0014,Gastos personal asignación directa
905,1,2025-09-01,,5,621001,EUR,-2974.12,CR0016,Gastos tecnología
906,1,2025-09-01,,4,621003,EUR,-117.25,CR0016,Gastos papelería
907,1,2025-09-01,,4,620001,EUR,-14287.49,CR0014,Gastos personal asignación directa
908,1,2025-09-01,,5,621001,EUR,-4512.66,CR0016,Gastos tecnología
909,1,2025-09-01,,2,621002,EUR,-1931.47,CR0016,Gastos suministros
910,1,2025-09-01,,2,620001,EUR,-5038.86,CR0014,Gastos personal asignación directa
911,1,2025-09-01,,3,621001,EUR,-1505.34,CR0016,Gastos tecnología
